area,latitude,longitude,population
BE,49.5,5.0,1632
BE,49.5,5.5,61237
BE,49.5,6.0,57310
BE,50.0,4.0,11941
BE,50.0,4.5,63200
BE,50.0,5.0,76096
BE,50.0,5.5,112918
BE,50.0,6.0,20606
BE,50.5,3.0,49852
BE,50.5,3.5,250515
BE,50.5,4.0,661743
BE,50.5,4.5,958846
BE,50.5,5.0,420840
BE,50.5,5.5,774192
BE,50.5,6.0,297888
BE,50.5,6.5,6520
BE,51.0,2.5,71064
BE,51.0,3.0,716232
BE,51.0,3.5,868631
BE,51.0,4.0,1097334
BE,51.0,4.5,2950506
BE,51.0,5.0,700120
BE,51.0,5.5,701097
BE,51.0,6.0,22548
BE,51.5,3.0,71643
BE,51.5,3.5,32264
BE,51.5,4.0,22781
BE,51.5,4.5,444864
BE,51.5,5.0,188982
BE,51.5,5.5,11968
CZ,48.5,14.0,4078
CZ,48.5,14.5,16265
CZ,48.5,15.0,76
CZ,48.5,16.0,8
CZ,48.5,16.5,528
CZ,48.5,17.0,9330
CZ,49.0,13.0,2019
CZ,49.0,13.5,23243
CZ,49.0,14.0,75442
CZ,49.0,14.5,232647
CZ,49.0,15.0,65096
CZ,49.0,15.5,46468
CZ,49.0,16.0,156163
CZ,49.0,16.5,586056
CZ,49.0,17.0,234128
CZ,49.0,17.5,286997
CZ,49.0,18.0,63254
CZ,49.5,12.5,7175
CZ,49.5,13.0,108403
CZ,49.5,13.5,262930
CZ,49.5,14.0,153934
CZ,49.5,14.5,132806
CZ,49.5,15.0,92303
CZ,49.5,15.5,187092
CZ,49.5,16.0,125200
CZ,49.5,16.5,217889
CZ,49.5,17.0,250086
CZ,49.5,17.5,311461
CZ,49.5,18.0,273006
CZ,49.5,18.5,195742
CZ,49.5,19.0,15784
CZ,50.0,12.0,12663
CZ,50.0,12.5,145645
CZ,50.0,13.0,105634
CZ,50.0,13.5,173947
CZ,50.0,14.0,332387
CZ,50.0,14.5,1853137
CZ,50.0,15.0,245497
CZ,50.0,15.5,188231
CZ,50.0,16.0,351338
CZ,50.0,16.5,174495
CZ,50.0,17.0,147745
CZ,50.0,17.5,92362
CZ,50.0,18.0,287281
CZ,50.0,18.5,406745
CZ,50.5,12.0,2400
CZ,50.5,12.5,22823
CZ,50.5,13.0,58448
CZ,50.5,13.5,255078
CZ,50.5,14.0,360106
CZ,50.5,14.5,204148
CZ,50.5,15.0,273846
CZ,50.5,15.5,176941
CZ,50.5,16.0,198025
CZ,50.5,16.5,16038
CZ,50.5,17.0,12317
CZ,50.5,17.5,8900
CZ,51.0,14.0,48932
CZ,51.0,14.5,82245
CZ,51.0,15.0,133857
CZ,51.0,15.5,7969
CZ,51.0,16.0,1
DE,47.5,7.5,148256
DE,47.5,8.0,167095
DE,47.5,8.5,66689
DE,47.5,9.0,157716
DE,47.5,9.5,222788
DE,47.5,10.0,133309
DE,47.5,10.5,193420
DE,47.5,11.0,93603
DE,47.5,11.5,55996
DE,47.5,12.0,48223
DE,47.5,12.5,10137
DE,47.5,13.0,45562
DE,48.0,7.5,183542
DE,48.0,8.0,538228
DE,48.0,8.5,360832
DE,48.0,9.0,352175
DE,48.0,9.5,300265
DE,48.0,10.0,332413
DE,48.0,10.5,285094
DE,48.0,11.0,352248
DE,48.0,11.5,2386317
DE,48.0,12.0,473426
DE,48.0,12.5,321613
DE,48.0,13.0,110282
DE,48.5,7.5,6829
DE,48.5,8.0,460144
DE,48.5,8.5,270330
DE,48.5,9.0,1057419
DE,48.5,9.5,721384
DE,48.5,10.0,572426
DE,48.5,10.5,264370
DE,48.5,11.0,679991
DE,48.5,11.5,446878
DE,48.5,12.0,374831
DE,48.5,12.5,222551
DE,48.5,13.0,196510
DE,48.5,13.5,199240
DE,48.5,14.0,7474
DE,49.0,6.5,8517
DE,49.0,7.0,217937
DE,49.0,7.5,112492
DE,49.0,8.0,332224
DE,49.0,8.5,1160316
DE,49.0,9.0,1506548
DE,49.0,9.5,783898
DE,49.0,10.0,387409
DE,49.0,10.5,202075
DE,49.0,11.0,206949
DE,49.0,11.5,281051
DE,49.0,12.0,458022
DE,49.0,12.5,223552
DE,49.0,13.0,207328
DE,49.0,13.5,65266
DE,49.0,14.0,1431
DE,49.5,6.5,258521
DE,49.5,7.0,598046
DE,49.5,7.5,378107
DE,49.5,8.0,403806
DE,49.5,8.5,1672981
DE,49.5,9.0,355732
DE,49.5,9.5,215076
DE,49.5,10.0,205440
DE,49.5,10.5,193708
DE,49.5,11.0,1281744
DE,49.5,11.5,265135
DE,49.5,12.0,270769
DE,49.5,12.5,89348
DE,49.5,13.0,18511
DE,50.0,6.0,6343
DE,50.0,6.5,205259
DE,50.0,7.0,206143
DE,50.0,7.5,196572
DE,50.0,8.0,735592
DE,50.0,8.5,2230808
DE,50.0,9.0,1151853
DE,50.0,9.5,196129
DE,50.0,10.0,477698
DE,50.0,10.5,173623
DE,50.0,11.0,352341
DE,50.0,11.5,283012
DE,50.0,12.0,187179
DE,50.0,12.5,30937
DE,50.5,6.0,59032
DE,50.5,6.5,186406
DE,50.5,7.0,688657
DE,50.5,7.5,656276
DE,50.5,8.0,402284
DE,50.5,8.5,582578
DE,50.5,9.0,307311
DE,50.5,9.5,281275
DE,50.5,10.0,158865
DE,50.5,10.5,186583
DE,50.5,11.0,239198
DE,50.5,11.5,187359
DE,50.5,12.0,259824
DE,50.5,12.5,374432
DE,50.5,13.0,192818
DE,50.5,13.5,24481
DE,50.5,14.0,771
DE,51.0,6.0,637864
DE,51.0,6.5,1224453
DE,51.0,7.0,3380081
DE,51.0,7.5,606705
DE,51.0,8.0,486687
DE,51.0,8.5,218774
DE,51.0,9.0,247241
DE,51.0,9.5,256205
DE,51.0,10.0,178406
DE,51.0,10.5,261303
DE,51.0,11.0,394557
DE,51.0,11.5,288246
DE,51.0,12.0,329582
DE,51.0,12.5,341826
DE,51.0,13.0,557331
DE,51.0,13.5,583471
DE,51.0,14.0,561775
DE,51.0,14.5,175944
DE,51.0,15.0,115443
DE,51.5,6.0,102069
DE,51.5,6.5,1322059
DE,51.5,7.0,3211074
DE,51.5,7.5,1915016
DE,51.5,8.0,597301
DE,51.5,8.5,382546
DE,51.5,9.0,261144
DE,51.5,9.5,471256
DE,51.5,10.0,352565
DE,51.5,10.5,163137
DE,51.5,11.0,142663
DE,51.5,11.5,170741
DE,51.5,12.0,482424
DE,51.5,12.5,867834
DE,51.5,13.0,126016
DE,51.5,13.5,162899
DE,51.5,14.0,160377
DE,51.5,14.5,166272
DE,51.5,15.0,22360
DE,52.0,6.0,87377
DE,52.0,6.5,149124
DE,52.0,7.0,360340
DE,52.0,7.5,706545
DE,52.0,8.0,445015
DE,52.0,8.5,1048429
DE,52.0,9.0,471852
DE,52.0,9.5,278127
DE,52.0,10.0,373948
DE,52.0,10.5,401207
DE,52.0,11.0,234784
DE,52.0,11.5,447296
DE,52.0,12.0,178459
DE,52.0,12.5,107667
DE,52.0,13.0,96203
DE,52.0,13.5,72263
DE,52.0,14.0,87142
DE,52.0,14.5,167611
DE,52.0,15.0,38
DE,52.5,6.5,1884
DE,52.5,7.0,158890
DE,52.5,7.5,317253
DE,52.5,8.0,430996
DE,52.5,8.5,235835
DE,52.5,9.0,311399
DE,52.5,9.5,697659
DE,52.5,10.0,700016
DE,52.5,10.5,451739
DE,52.5,11.0,170609
DE,52.5,11.5,73285
DE,52.5,12.0,109663
DE,52.5,12.5,149728
DE,52.5,13.0,847616
DE,52.5,13.5,3653406
DE,52.5,14.0,170085
DE,52.5,14.5,92684
DE,53.0,7.0,26976
DE,53.0,7.5,245716
DE,53.0,8.0,393973
DE,53.0,8.5,480304
DE,53.0,9.0,683012
DE,53.0,9.5,148747
DE,53.0,10.0,117970
DE,53.0,10.5,168202
DE,53.0,11.0,80218
DE,53.0,11.5,50847
DE,53.0,12.0,69176
DE,53.0,12.5,51052
DE,53.0,13.0,87061
DE,53.0,13.5,91530
DE,53.0,14.0,96172
DE,53.0,14.5,21988
DE,53.5,6.5,4902
DE,53.5,7.0,100376
DE,53.5,7.5,215649
DE,53.5,8.0,238779
DE,53.5,8.5,280519
DE,53.5,9.0,121793
DE,53.5,9.5,362306
DE,53.5,10.0,2304846
DE,53.5,10.5,347059
DE,53.5,11.0,83309
DE,53.5,11.5,179628
DE,53.5,12.0,56784
DE,53.5,12.5,63627
DE,53.5,13.0,73884
DE,53.5,13.5,98046
DE,53.5,14.0,82710
DE,53.5,14.5,6239
DE,54.0,7.5,838
DE,54.0,8.0,1674
DE,54.0,8.5,51370
DE,54.0,9.0,129141
DE,54.0,9.5,214298
DE,54.0,10.0,331365
DE,54.0,10.5,425676
DE,54.0,11.0,142528
DE,54.0,11.5,88434
DE,54.0,12.0,309932
DE,54.0,12.5,72194
DE,54.0,13.0,63912
DE,54.0,13.5,111165
DE,54.0,14.0,44606
DE,54.5,8.5,16926
DE,54.5,9.0,110927
DE,54.5,9.5,210391
DE,54.5,10.0,425606
DE,54.5,10.5,39562
DE,54.5,11.0,39804
DE,54.5,11.5,694
DE,54.5,12.0,1986
DE,54.5,12.5,25982
DE,54.5,13.0,69908
DE,54.5,13.5,50800
DE,55.0,8.5,21478
DE,55.0,9.0,38332
DE,55.0,9.5,120657
DE,55.0,10.0,1325
DK,54.5,10.5,192
DK,54.5,11.0,337
DK,54.5,11.5,12104
DK,54.5,12.0,7929
DK,55.0,8.5,4797
DK,55.0,9.0,42202
DK,55.0,9.5,97287
DK,55.0,10.0,66722
DK,55.0,10.5,96808
DK,55.0,11.0,24134
DK,55.0,11.5,39382
DK,55.0,12.0,121748
DK,55.0,12.5,6388
DK,55.0,14.5,15035
DK,55.0,15.0,19376
DK,55.5,8.0,1897
DK,55.5,8.5,137390
DK,55.5,9.0,87808
DK,55.5,9.5,259007
DK,55.5,10.0,105857
DK,55.5,10.5,281228
DK,55.5,11.0,67090
DK,55.5,11.5,178511
DK,55.5,12.0,309265
DK,55.5,12.5,1322969
DK,55.5,13.0,3
DK,55.5,15.0,1556
DK,56.0,8.0,7190
DK,56.0,8.5,62144
DK,56.0,9.0,133963
DK,56.0,9.5,148617
DK,56.0,10.0,504801
DK,56.0,10.5,33928
DK,56.0,11.0,334
DK,56.0,11.5,34077
DK,56.0,12.0,149950
DK,56.0,12.5,431901
DK,56.5,8.0,8480
DK,56.5,8.5,87654
DK,56.5,9.0,74133
DK,56.5,9.5,116289
DK,56.5,10.0,186044
DK,56.5,10.5,57671
DK,56.5,11.0,20089
DK,56.5,11.5,157
DK,57.0,8.0,287
DK,57.0,8.5,39378
DK,57.0,9.0,26412
DK,57.0,9.5,72169
DK,57.0,10.0,229051
DK,57.0,10.5,17993
DK,57.0,11.0,57
DK,57.5,9.5,4628
DK,57.5,10.0,80460
DK,57.5,10.5,56321
DK,57.5,11.0,1465
EE,57.5,26.0,39
EE,57.5,26.5,2209
EE,57.5,27.0,2539
EE,57.5,27.5,1261
EE,58.0,22.0,1311
EE,58.0,22.5,4849
EE,58.0,23.0,43
EE,58.0,23.5,9
EE,58.0,24.0,268
EE,58.0,24.5,3031
EE,58.0,25.0,4526
EE,58.0,25.5,5171
EE,58.0,26.0,20437
EE,58.0,26.5,20501
EE,58.0,27.0,31221
EE,58.0,27.5,8936
EE,58.0,28.0,102
EE,58.5,22.0,2352
EE,58.5,22.5,25009
EE,58.5,23.0,6096
EE,58.5,23.5,1917
EE,58.5,24.0,4561
EE,58.5,24.5,62056
EE,58.5,25.0,6631
EE,58.5,25.5,27561
EE,58.5,26.0,10274
EE,58.5,26.5,110765
EE,58.5,27.0,28562
EE,58.5,27.5,311
EE,59.0,22.0,30
EE,59.0,22.5,1984
EE,59.0,23.0,2023
EE,59.0,23.5,11391
EE,59.0,24.0,7140
EE,59.0,24.5,23966
EE,59.0,25.0,33633
EE,59.0,25.5,18613
EE,59.0,26.0,11799
EE,59.0,26.5,8233
EE,59.0,27.0,3785
EE,59.0,27.5,1776
EE,59.0,28.0,21
EE,59.5,23.5,28
EE,59.5,24.0,6441
EE,59.5,24.5,354438
EE,59.5,25.0,261957
EE,59.5,25.5,15418
EE,59.5,26.0,9904
EE,59.5,26.5,21732
EE,59.5,27.0,13025
EE,59.5,27.5,38965
EE,59.5,28.0,61448
ES,35.5,-3.0,69280
ES,36.0,-6.0,28189
ES,36.0,-5.5,300703
ES,36.5,-6.5,133639
ES,36.5,-6.0,558399
ES,36.5,-5.5,55670
ES,36.5,-5.0,304459
ES,36.5,-4.5,921635
ES,36.5,-4.0,51519
ES,36.5,-3.5,68135
ES,36.5,-3.0,21189
ES,36.5,-2.5,32156
ES,36.5,-2.0,127
ES,37.0,-7.5,28202
ES,37.0,-7.0,60935
ES,37.0,-6.5,77359
ES,37.0,-6.0,163579
ES,37.0,-5.5,109015
ES,37.0,-5.0,95104
ES,37.0,-4.5,146531
ES,37.0,-4.0,159317
ES,37.0,-3.5,538095
ES,37.0,-3.0,101538
ES,37.0,-2.5,344401
ES,37.0,-2.0,93067
ES,37.5,-7.5,11856
ES,37.5,-7.0,243638
ES,37.5,-6.5,109505
ES,37.5,-6.0,1364803
ES,37.5,-5.5,144316
ES,37.5,-5.0,133462
ES,37.5,-4.5,184892
ES,37.5,-4.0,124176
ES,37.5,-3.5,54719
ES,37.5,-3.0,59955
ES,37.5,-2.5,42897
ES,37.5,-2.0,86005
ES,37.5,-1.5,159501
ES,37.5,-1.0,290132
ES,37.5,-0.5,12670
ES,38.0,-7.5,116
ES,38.0,-7.0,14375
ES,38.0,-6.5,40052
ES,38.0,-6.0,22171
ES,38.0,-5.5,17321
ES,38.0,-5.0,337650
ES,38.0,-4.5,83792
ES,38.0,-4.0,228213
ES,38.0,-3.5,177950
ES,38.0,-3.0,48830
ES,38.0,-2.5,15855
ES,38.0,-2.0,50447
ES,38.0,-1.5,197478
ES,38.0,-1.0,976461
ES,38.0,-0.5,244862
ES,38.5,-7.5,1047
ES,38.5,-7.0,40513
ES,38.5,-6.5,95660
ES,38.5,-6.0,20372
ES,38.5,-5.5,38647
ES,38.5,-5.0,43138
ES,38.5,-4.5,13923
ES,38.5,-4.0,66432
ES,38.5,-3.5,28920
ES,38.5,-3.0,32868
ES,38.5,-2.5,20372
ES,38.5,-2.0,17453
ES,38.5,-1.5,73489
ES,38.5,-1.0,266334
ES,38.5,-0.5,879778
ES,38.5,0.0,230750
ES,38.5,1.5,10604
ES,39.0,-7.0,181652
ES,39.0,-6.5,99177
ES,39.0,-6.0,84796
ES,39.0,-5.5,27413
ES,39.0,-5.0,22303
ES,39.0,-4.5,6824
ES,39.0,-4.0,117588
ES,39.0,-3.5,115241
ES,39.0,-3.0,63982
ES,39.0,-2.5,12678
ES,39.0,-2.0,234720
ES,39.0,-1.5,21307
ES,39.0,-1.0,43200
ES,39.0,-0.5,410807
ES,39.0,0.0,264293
ES,39.0,1.0,3694
ES,39.0,1.5,130852
ES,39.0,3.0,87
ES,39.5,-7.5,1792
ES,39.5,-7.0,13643
ES,39.5,-6.5,95060
ES,39.5,-6.0,20271
ES,39.5,-5.5,11776
ES,39.5,-5.0,8458
ES,39.5,-4.5,21987
ES,39.5,-4.0,43921
ES,39.5,-3.5,58916
ES,39.5,-3.0,105643
ES,39.5,-2.5,52901
ES,39.5,-2.0,37733
ES,39.5,-1.5,32414
ES,39.5,-1.0,55434
ES,39.5,-0.5,1828487
ES,39.5,0.0,44983
ES,39.5,2.5,572702
ES,39.5,3.0,241695
ES,39.5,3.5,62169
ES,40.0,-7.0,8191
ES,40.0,-6.5,41206
ES,40.0,-6.0,60054
ES,40.0,-5.5,47539
ES,40.0,-5.0,127094
ES,40.0,-4.5,73009
ES,40.0,-4.0,461405
ES,40.0,-3.5,310763
ES,40.0,-3.0,42696
ES,40.0,-2.5,11182
ES,40.0,-2.0,60255
ES,40.0,-1.5,8970
ES,40.0,-1.0,8988
ES,40.0,-0.5,54828
ES,40.0,0.0,461420
ES,40.0,0.5,2935
ES,40.0,2.5,14695
ES,40.0,3.0,66483
ES,40.0,3.5,375
ES,40.0,4.0,61913
ES,40.0,4.5,32263
ES,40.5,-7.0,1990
ES,40.5,-6.5,21554
ES,40.5,-6.0,32303
ES,40.5,-5.5,22449
ES,40.5,-5.0,16597
ES,40.5,-4.5,102764
ES,40.5,-4.0,2019698
ES,40.5,-3.5,5018744
ES,40.5,-3.0,151948
ES,40.5,-2.5,10934
ES,40.5,-2.0,5206
ES,40.5,-1.5,10114
ES,40.5,-1.0,36123
ES,40.5,-0.5,7153
ES,40.5,0.0,20954
ES,40.5,0.5,143914
ES,40.5,1.0,3240
ES,41.0,-7.0,1513
ES,41.0,-6.5,13712
ES,41.0,-6.0,11335
ES,41.0,-5.5,213319
ES,41.0,-5.0,23449
ES,41.0,-4.5,28903
ES,41.0,-4.0,91606
ES,41.0,-3.5,39882
ES,41.0,-3.0,18380
ES,41.0,-2.5,11280
ES,41.0,-2.0,8565
ES,41.0,-1.5,15811
ES,41.0,-1.0,9422
ES,41.0,-0.5,21458
ES,41.0,0.0,39282
ES,41.0,0.5,92269
ES,41.0,1.0,370075
ES,41.0,1.5,248828
ES,41.0,2.0,35682
ES,41.5,-6.5,4511
ES,41.5,-6.0,27660
ES,41.5,-5.5,65748
ES,41.5,-5.0,110062
ES,41.5,-4.5,351656
ES,41.5,-4.0,22550
ES,41.5,-3.5,38117
ES,41.5,-3.0,9251
ES,41.5,-2.5,8818
ES,41.5,-2.0,9457
ES,41.5,-1.5,54410
ES,41.5,-1.0,825253
ES,41.5,-0.5,22501
ES,41.5,0.0,12349
ES,41.5,0.5,255532
ES,41.5,1.0,115296
ES,41.5,1.5,251662
ES,41.5,2.0,4959387
ES,41.5,2.5,777915
ES,41.5,3.0,85643
ES,42.0,-9.0,96154
ES,42.0,-8.5,350165
ES,42.0,-8.0,34861
ES,42.0,-7.5,35644
ES,42.0,-7.0,6780
ES,42.0,-6.5,8030
ES,42.0,-6.0,17351
ES,42.0,-5.5,35349
ES,42.0,-5.0,15495
ES,42.0,-4.5,93611
ES,42.0,-4.0,12472
ES,42.0,-3.5,11404
ES,42.0,-3.0,13006
ES,42.0,-2.5,38026
ES,42.0,-2.0,61069
ES,42.0,-1.5,105422
ES,42.0,-1.0,46174
ES,42.0,-0.5,62346
ES,42.0,0.0,44324
ES,42.0,0.5,32680
ES,42.0,1.0,45879
ES,42.0,1.5,35373
ES,42.0,2.0,160338
ES,42.0,2.5,209843
ES,42.0,3.0,374676
ES,42.5,-9.0,157054
ES,42.5,-8.5,241333
ES,42.5,-8.0,199935
ES,42.5,-7.5,44583
ES,42.5,-7.0,34202
ES,42.5,-6.5,89207
ES,42.5,-6.0,47824
ES,42.5,-5.5,210827
ES,42.5,-5.0,11659
ES,42.5,-4.5,15354
ES,42.5,-4.0,19779
ES,42.5,-3.5,209056
ES,42.5,-3.0,73817
ES,42.5,-2.5,246052
ES,42.5,-2.0,101139
ES,42.5,-1.5,50386
ES,42.5,-1.0,5570
ES,42.5,-0.5,26780
ES,42.5,0.0,5773
ES,42.5,0.5,9410
ES,42.5,1.0,17820
ES,42.5,1.5,17329
ES,42.5,2.0,22209
ES,42.5,2.5,5792
ES,42.5,3.0,96810
ES,42.5,3.5,1697
ES,43.0,-9.5,2985
ES,43.0,-9.0,85078
ES,43.0,-8.5,214200
ES,43.0,-8.0,48362
ES,43.0,-7.5,117662
ES,43.0,-7.0,14098
ES,43.0,-6.5,27393
ES,43.0,-6.0,33783
ES,43.0,-5.5,33724
ES,43.0,-5.0,15386
ES,43.0,-4.5,16923
ES,43.0,-4.0,31218
ES,43.0,-3.5,20715
ES,43.0,-3.0,189995
ES,43.0,-2.5,488327
ES,43.0,-2.0,120012
ES,43.0,-1.5,362161
ES,43.0,-1.0,3612
ES,43.0,-0.5,1493
ES,43.0,0.0,127
ES,43.0,0.5,2253
ES,43.0,1.0,43
ES,43.5,-9.0,7844
ES,43.5,-8.5,366677
ES,43.5,-8.0,165532
ES,43.5,-7.5,59145
ES,43.5,-7.0,29692
ES,43.5,-6.5,31466
ES,43.5,-6.0,444355
ES,43.5,-5.5,384600
ES,43.5,-5.0,26855
ES,43.5,-4.5,17935
ES,43.5,-4.0,372263
ES,43.5,-3.5,72931
ES,43.5,-3.0,755312
ES,43.5,-2.5,71459
ES,43.5,-2.0,363268
ES,43.5,-1.5,5380
ES,44.0,-8.0,10
ES,44.0,-7.5,65
FI,60.0,21.0,3
FI,60.0,21.5,1070
FI,60.0,22.0,1443
FI,60.0,22.5,5727
FI,60.0,23.0,18013
FI,60.0,23.5,27383
FI,60.0,24.0,35914
FI,60.0,24.5,192557
FI,60.0,25.0,642362
FI,60.0,25.5,47
FI,60.0,26.0,123
FI,60.5,21.0,53
FI,60.5,21.5,6176
FI,60.5,22.0,123654
FI,60.5,22.5,214212
FI,60.5,23.0,45461
FI,60.5,23.5,20515
FI,60.5,24.0,39103
FI,60.5,24.5,73794
FI,60.5,25.0,532707
FI,60.5,25.5,96282
FI,60.5,26.0,18455
FI,60.5,26.5,14221
FI,60.5,27.0,73345
FI,60.5,27.5,5152
FI,60.5,28.0,1631
FI,61.0,21.0,62
FI,61.0,21.5,61529
FI,61.0,22.0,17309
FI,61.0,22.5,20776
FI,61.0,23.0,22228
FI,61.0,23.5,40009
FI,61.0,24.0,25293
FI,61.0,24.5,79503
FI,61.0,25.0,24795
FI,61.0,25.5,138010
FI,61.0,26.0,47257
FI,61.0,26.5,51308
FI,61.0,27.0,22427
FI,61.0,27.5,8413
FI,61.0,28.0,52294
FI,61.0,28.5,28300
FI,61.0,29.0,22846
FI,61.5,21.5,27305
FI,61.5,22.0,83033
FI,61.5,22.5,13469
FI,61.5,23.0,29206
FI,61.5,23.5,162113
FI,61.5,24.0,237087
FI,61.5,24.5,18561
FI,61.5,25.0,5225
FI,61.5,25.5,5653
FI,61.5,26.0,8084
FI,61.5,26.5,4069
FI,61.5,27.0,19317
FI,61.5,27.5,29047
FI,61.5,28.0,2887
FI,61.5,28.5,2896
FI,61.5,29.0,6949
FI,61.5,29.5,7866
FI,61.5,30.0,438
FI,62.0,21.5,6577
FI,62.0,22.0,4533
FI,62.0,22.5,15729
FI,62.0,23.0,15203
FI,62.0,23.5,4878
FI,62.0,24.0,10533
FI,62.0,24.5,17388
FI,62.0,25.0,19957
FI,62.0,25.5,65219
FI,62.0,26.0,40514
FI,62.0,26.5,5400
FI,62.0,27.0,6175
FI,62.0,27.5,4514
FI,62.0,28.0,8998
FI,62.0,28.5,5712
FI,62.0,29.0,25037
FI,62.0,29.5,4921
FI,62.0,30.0,9816
FI,62.0,30.5,3845
FI,62.0,31.0,1
FI,62.5,21.0,2918
FI,62.5,21.5,16141
FI,62.5,22.0,18871
FI,62.5,22.5,22157
FI,62.5,23.0,14549
FI,62.5,23.5,11975
FI,62.5,24.0,9163
FI,62.5,24.5,6347
FI,62.5,25.0,8310
FI,62.5,25.5,45268
FI,62.5,26.0,50749
FI,62.5,26.5,8163
FI,62.5,27.0,22501
FI,62.5,27.5,5082
FI,62.5,28.0,28754
FI,62.5,28.5,3830
FI,62.5,29.0,8723
FI,62.5,29.5,24221
FI,62.5,30.0,61306
FI,62.5,30.5,3923
FI,62.5,31.0,3476
FI,62.5,31.5,137
FI,63.0,20.5,1
FI,63.0,21.0,1033
FI,63.0,21.5,75262
FI,63.0,22.0,24171
FI,63.0,22.5,19466
FI,63.0,23.0,67251
FI,63.0,23.5,9531
FI,63.0,24.0,13192
FI,63.0,24.5,5018
FI,63.0,25.0,5822
FI,63.0,25.5,3087
FI,63.0,26.0,6978
FI,63.0,26.5,5858
FI,63.0,27.0,5402
FI,63.0,27.5,116021
FI,63.0,28.0,11251
FI,63.0,28.5,8831
FI,63.0,29.0,3752
FI,63.0,29.5,5909
FI,63.0,30.0,11839
FI,63.0,30.5,1957
FI,63.0,31.0,694
FI,63.0,31.5,256
FI,63.5,21.0,239
FI,63.5,21.5,570
FI,63.5,22.0,440
FI,63.5,22.5,31115
FI,63.5,23.0,17652
FI,63.5,23.5,10470
FI,63.5,24.0,6597
FI,63.5,24.5,1915
FI,63.5,25.0,5398
FI,63.5,25.5,6713
FI,63.5,26.0,5962
FI,63.5,26.5,8752
FI,63.5,27.0,23283
FI,63.5,27.5,9798
FI,63.5,28.0,3981
FI,63.5,28.5,2084
FI,63.5,29.0,9438
FI,63.5,29.5,1531
FI,63.5,30.0,8200
FI,63.5,30.5,396
FI,63.5,31.0,134
FI,64.0,22.5,1276
FI,64.0,23.0,36546
FI,64.0,23.5,14921
FI,64.0,24.0,13007
FI,64.0,24.5,23658
FI,64.0,25.0,13089
FI,64.0,25.5,12187
FI,64.0,26.0,3648
FI,64.0,26.5,2925
FI,64.0,27.0,3522
FI,64.0,27.5,21922
FI,64.0,28.0,15649
FI,64.0,28.5,4136
FI,64.0,29.0,970
FI,64.0,29.5,5528
FI,64.0,30.0,469
FI,64.0,30.5,51
FI,64.5,24.0,5400
FI,64.5,24.5,20560
FI,64.5,25.0,12741
FI,64.5,25.5,3949
FI,64.5,26.0,2045
FI,64.5,26.5,3895
FI,64.5,27.0,2157
FI,64.5,27.5,2577
FI,64.5,28.0,4223
FI,64.5,28.5,2108
FI,64.5,29.0,634
FI,64.5,29.5,697
FI,64.5,30.0,622
FI,64.5,30.5,9
FI,65.0,24.5,1434
FI,65.0,25.0,3946
FI,65.0,25.5,227656
FI,65.0,26.0,16836
FI,65.0,26.5,2154
FI,65.0,27.0,171
FI,65.0,27.5,1830
FI,65.0,28.0,425
FI,65.0,28.5,413
FI,65.0,29.0,6197
FI,65.0,29.5,388
FI,65.0,30.0,28
FI,65.5,24.5,15879
FI,65.5,25.0,4124
FI,65.5,25.5,9080
FI,65.5,26.0,1730
FI,65.5,26.5,642
FI,65.5,27.0,6203
FI,65.5,27.5,1208
FI,65.5,28.0,3231
FI,65.5,28.5,767
FI,65.5,29.0,453
FI,65.5,29.5,436
FI,65.5,30.0,8
FI,66.0,23.5,53
FI,66.0,24.0,15264
FI,66.0,24.5,13913
FI,66.0,25.0,2711
FI,66.0,25.5,545
FI,66.0,26.0,532
FI,66.0,26.5,2777
FI,66.0,27.0,532
FI,66.0,27.5,579
FI,66.0,28.0,1787
FI,66.0,28.5,890
FI,66.0,29.0,13109
FI,66.0,29.5,1499
FI,66.0,30.0,318
FI,66.5,23.5,2861
FI,66.5,24.0,622
FI,66.5,24.5,738
FI,66.5,25.0,195
FI,66.5,25.5,40519
FI,66.5,26.0,15446
FI,66.5,26.5,617
FI,66.5,27.0,1040
FI,66.5,27.5,5418
FI,66.5,28.0,877
FI,66.5,28.5,578
FI,66.5,29.0,1245
FI,66.5,29.5,127
FI,67.0,23.5,21
FI,67.0,24.0,2634
FI,67.0,24.5,366
FI,67.0,25.0,424
FI,67.0,25.5,475
FI,67.0,26.0,290
FI,67.0,26.5,407
FI,67.0,27.0,624
FI,67.0,27.5,1423
FI,67.0,28.0,559
FI,67.0,28.5,1500
FI,67.0,29.0,715
FI,67.5,23.5,190
FI,67.5,24.0,2597
FI,67.5,24.5,703
FI,67.5,25.0,2375
FI,67.5,25.5,417
FI,67.5,26.0,691
FI,67.5,26.5,5498
FI,67.5,27.0,606
FI,67.5,27.5,219
FI,67.5,28.0,434
FI,67.5,28.5,170
FI,67.5,29.0,11
FI,67.5,29.5,51
FI,67.5,30.0,5
FI,68.0,23.0,12
FI,68.0,23.5,1701
FI,68.0,24.0,698
FI,68.0,24.5,133
FI,68.0,25.0,3159
FI,68.0,25.5,146
FI,68.0,26.0,13
FI,68.0,26.5,37
FI,68.0,27.0,350
FI,68.0,27.5,133
FI,68.0,28.0,66
FI,68.0,28.5,8
FI,68.0,29.0,25
FI,68.0,29.5,12
FI,68.5,21.5,5
FI,68.5,22.0,31
FI,68.5,22.5,205
